ID_Empleado,Edad,Genero,Departamento,Anios_En_La_Empresa,Ingreso_Mensual,Satisfaccion_Laboral,Balance_Vida_Trabajo,Horas_Extras,Rol_Trabajo,Anios_Desde_Ultima_Promocion,Veces_Entrenamiento_Ano,Rotacion
bd9d73ea-a780-4d20-8ca9-5ce51a3cfdec,54,Male,HR,3,6019,4,3,No,Manager,4,2,No
80d61513-f362-41fe-b76e-68e3c136a385,41,Male,IT,16,2361,3,1,No,Engineer,3,6,No
0d9a59e7-3300-469e-a527-559f3661acf7,25,Male,IT,0,11546,1,2,No,Executive,0,4,No
aa6ad102-6471-42ba-8969-ca38d0326846,20,Female,Sales,15,14305,3,3,Yes,Executive,7,4,No
cbbd9f53-5ba4-433a-8fcd-ade998bccff4,57,Female,Finance,3,7991,2,4,No,Analyst,8,6,Yes
68323f68-c1e7-44c0-8d6a-74382986bc30,24,Male,Sales,10,11765,3,4,Yes,Manager,7,2,No
ef0c79fe-e6b7-4fb9-82a7-60fff7b4f102,27,Female,Sales,9,14989,1,4,Yes,Engineer,1,3,No
6efb0447-cfeb-47f1-b491-d6c8f8ebcb0c,25,Female,HR,16,5426,1,1,Yes,Manager,1,0,No
15287681-7341-4ad3-b994-9ee0c29a9eb8,58,Female,HR,6,7841,2,4,No,Technician,7,6,No
e94b56e6-68da-4418-930f-9b432860d855,24,Male,HR,3,7614,2,3,No,Engineer,3,2,No
88d73a48-ca65-460d-b26b-f0511450c664,32,Male,Finance,8,4867,4,4,Yes,Executive,4,7,Yes
7b3bae2c-d435-42ae-838b-a43b92ad8f8b,20,Female,HR,1,11039,4,1,No,Manager,4,6,No
ea6f09cd-a0c3-4d1e-ae2e-59ddcb23eb7d,59,Male,IT,3,7727,2,1,Yes,Engineer,1,1,No
5547a8f3-5feb-4893-b437-133194dd0dc1,54,Male,Marketing,5,14495,3,3,No,Technician,6,8,Yes
4cc19b94-013f-4cde-a240-bdea548b5d51,29,Male,Marketing,6,10176,3,4,No,Manager,5,3,No
f8d6d7cb-89b6-4110-90ef-c845f1c4b272,24,Male,Sales,6,2832,3,4,Yes,Technician,7,7,No
5854c4b3-1cec-43c4-b98d-5c0222b09a21,45,Male,Finance,19,8442,3,4,Yes,Manager,1,3,Yes
f27d455f-44f7-4a8a-81db-845df790113b,50,Male,IT,0,3726,2,1,Yes,Manager,4,3,No
c979dccf-6e5a-4226-976d-1067179da138,55,Female,Sales,17,7620,2,2,No,Executive,9,2,No
bb25db61-ea02-4c2a-9d12-891a853b655b,38,Female,Sales,9,9899,2,1,Yes,Manager,2,3,No
ce8b7a43-4708-4ff6-80b3-2a76cdc86ebf,52,Female,Marketing,9,9134,2,3,Yes,Executive,5,9,No
5059f699-8817-4610-8585-d59b0c55f92c,20,Male,HR,14,10386,1,4,Yes,Engineer,2,3,No
2c4d4577-b3b8-4f02-9a52-4520f8ed9624,51,Female,Marketing,2,14250,4,2,Yes,Analyst,5,4,Yes
a06dd9d5-870d-4059-afc7-8b8f4b65c33d,56,Male,Marketing,11,11158,1,3,Yes,Engineer,2,7,No
d2ecea7a-3cda-41cb-b7b1-0b78bccc20ea,54,Male,Sales,1,5738,4,1,No,Analyst,6,3,No
c96eef1a-23e6-40ee-a7e3-1d6bc5e3501b,50,Female,HR,13,8012,2,4,Yes,Analyst,5,9,No
22fabafa-555f-4ac7-ac28-af6a8412e6ea,34,Male,HR,8,5760,3,3,Yes,Analyst,8,4,No
fe5ad16e-d102-4117-82cc-2d054810b749,24,Male,Sales,18,9554,4,1,No,Analyst,5,9,No
e47ddcbb-bf79-478d-859b-ac805c079c90,39,Female,Sales,10,13515,2,3,No,Technician,3,3,No
722e7750-48e1-40aa-86ad-cb8bac9e9f7d,50,Female,Finance,10,10067,1,1,Yes,Executive,0,6,No
7f94d00d-2e71-401a-8c36-e2fa6b582177,28,Female,IT,7,2864,3,3,Yes,Technician,0,2,No
1e433872-53dd-4587-89f4-d4e7ea024700,45,Male,IT,17,6106,4,1,No,Manager,0,3,No
40899eb5-9cc0-496e-8afc-ad6e18536aed,52,Male,Finance,18,6359,4,1,No,Engineer,6,3,Yes
ff964a7d-2c67-45e2-8118-8dfb287f2394,52,Male,HR,9,5290,1,3,No,Technician,6,6,Yes
46df9516-f12f-4b5c-9904-b9eb6d61b364,32,Female,IT,14,14116,3,4,Yes,Executive,9,2,No
cd7a1d66-53f3-4548-8ad8-da72d129cfb0,58,Male,Sales,7,9712,3,2,No,Engineer,5,6,Yes
3a8251ae-5a30-4b53-aa4b-8266b2caf1d7,56,Female,IT,1,14709,2,1,No,Analyst,6,8,No
ceeef492-674d-4528-9f2e-986594e074d4,36,Male,IT,1,14224,3,3,Yes,Manager,8,1,No
dff56ba0-30c1-404b-b650-b1ec5de13d21,25,Female,Sales,10,4981,3,3,No,Manager,2,7,Yes
9abcb399-670d-499c-b0ac-f58c4e29f0cf,51,Female,Marketing,11,12202,3,3,No,Engineer,1,5,No
cccb8fad-c695-4ec0-b6f6-95abdd147bef,41,Female,Sales,19,2079,2,2,Yes,Technician,6,7,No
0f729862-0a1e-46f8-abfc-0eed54be08b6,50,Male,HR,16,13903,4,2,Yes,Manager,2,4,No
e0bc5457-0589-4950-a8c2-cef6c45eed0e,37,Male,Finance,0,2415,1,1,Yes,Analyst,8,5,No
7b457109-a353-441d-9900-9a39b1e1f9ef,51,Female,Sales,9,13695,3,3,No,Analyst,7,2,No
0a81d727-ba26-4bcd-aaaa-f844ea1fb57b,37,Female,Sales,7,13941,2,2,Yes,Analyst,9,4,No
5352b82e-d2d4-4db4-8368-c627e1b7e559,21,Female,Marketing,4,6061,1,1,Yes,Analyst,5,3,No
721fe05b-eb0c-4bb6-899d-b33b36ca652f,49,Female,HR,14,7273,2,1,Yes,Technician,4,8,Yes
33c69629-b911-486e-a71a-1fd815dc8b8e,39,Female,Sales,16,2737,4,2,Yes,Technician,6,2,Yes
8a9a04fb-2a11-4180-a23e-e3db24bd630b,27,Female,HR,12,10988,2,1,No,Manager,8,8,No
13cfd959-e059-4f09-8b7e-f4c3ef496d52,49,Female,Marketing,1,12462,2,3,No,Manager,5,1,No
6bb7e43b-6ca8-402d-8d4f-250f63233c99,31,Male,Finance,0,7140,4,3,No,Analyst,7,7,Yes
52df5d99-d24f-4d1b-bde7-b23243917913,45,Female,Sales,19,8672,3,4,Yes,Analyst,0,2,Yes
8fd8f14d-35e4-4ac4-a502-4f1bd361ad17,28,Female,Finance,16,2759,3,3,No,Analyst,3,1,Yes
541f2784-d949-4040-9a9b-4aa3df5d9bcf,38,Female,Sales,18,4342,3,3,No,Engineer,9,0,No
9d924af9-2d28-48a6-8859-cb1b341bde54,57,Male,Sales,2,12868,1,1,Yes,Engineer,6,2,No
31dd7d4f-a4f7-46ff-bcf7-32a83ad921b0,28,Female,IT,7,14715,1,2,No,Executive,2,8,No
d1c1c66c-9239-47c8-aaf3-068875272435,47,Male,Finance,16,10057,4,2,No,Analyst,6,6,Yes
a7b5a7b2-398b-4970-bfa6-1879b95d590e,52,Male,Sales,18,10631,1,2,Yes,Analyst,3,3,No
6334f250-37d9-496f-843a-d57e6912c9f4,20,Male,IT,7,8686,2,1,Yes,Executive,4,5,No
f18107f2-5659-4cc5-9ae2-e4c1975de438,58,Female,IT,7,5440,3,4,No,Manager,8,0,No
518d38c5-b3a3-4fcd-8641-833bbe0780c7,58,Male,Sales,0,2357,3,2,No,Manager,9,6,No
189f31fd-9967-4d4f-9e37-33dc2e50beb7,27,Female,Finance,3,7815,3,2,No,Analyst,4,0,Yes
51aa36f7-113d-4899-ab9b-0833e7d75dfe,30,Female,IT,14,8982,2,1,Yes,Executive,2,8,No
bd6b7e89-a4b8-4a5f-9d64-7b0493b0abd1,46,Female,Marketing,19,8503,4,3,Yes,Executive,2,3,No
86272164-b08a-4638-8af5-41d9af83ac2c,26,Male,HR,13,9868,1,2,No,Analyst,8,9,No
07b5ae54-086a-48ae-a77e-a21312605903,24,Female,Sales,4,6886,4,3,No,Manager,7,8,No
6029f59e-14c1-4e73-8e89-ed7ccd3e6bb5,31,Female,IT,16,10730,1,4,Yes,Engineer,8,8,No
68776915-5a29-43af-9b4b-be5c35c4dc33,55,Female,Sales,4,3806,1,4,Yes,Analyst,2,5,No
6117461b-b2c4-4c79-a765-d48fc7c9f453,32,Male,Marketing,14,10677,4,1,Yes,Analyst,7,1,Yes
e6bf0189-9db8-45a8-8536-0f0f696b8aff,45,Male,Sales,13,12504,4,2,Yes,Analyst,4,1,No
cd2679f6-b8e0-40d6-bfaa-6264ced8770f,53,Male,HR,19,8437,2,1,No,Manager,5,0,No
f1e7320b-283d-4dfc-ace4-28426cbb6256,57,Female,Finance,18,6090,3,3,Yes,Manager,8,6,No
2bcfa81d-e45a-4f82-a68e-30d18714a2b5,30,Male,HR,12,13383,2,3,No,Analyst,5,9,No
64f31874-9f30-4da8-976a-fcbbab50814a,34,Female,HR,16,7350,4,2,No,Engineer,1,5,Yes
229ff4e9-88e4-49bf-98fd-27c37f137ab8,30,Male,Sales,9,12304,3,4,No,Engineer,9,2,No
cb89cc32-7660-428c-8eff-05e57271c222,55,Female,Marketing,2,4734,2,4,No,Executive,0,5,No
8832d646-1c96-4650-b6e6-1c3e6ba1fdd4,57,Female,Finance,17,11086,3,3,Yes,Technician,8,2,No
73e66d32-409f-41e8-a43d-081ec1bb8230,32,Male,IT,18,3065,1,2,Yes,Engineer,8,6,No
092b046b-d6d2-4157-a59a-0c166afff080,37,Male,IT,15,5373,2,1,No,Executive,3,0,No
179d93ad-26c9-4a77-980c-a9cde7b53678,43,Female,Marketing,16,6902,1,2,No,Executive,3,8,No
707745fe-d9ab-485f-8e83-e6da6d01f180,39,Male,Finance,10,4363,2,4,No,Analyst,1,3,No
b2a197db-9261-424d-bcee-214d18d4cbfc,40,Female,Finance,2,4639,4,1,No,Manager,6,7,No
cceb4c6d-a3d2-4f15-a7f4-db3f2c66cb00,22,Male,Sales,8,10014,1,2,No,Technician,0,6,Yes
9dacfb8a-8969-48be-b6fc-3f1771df38db,22,Female,Sales,17,5630,4,1,No,Analyst,9,9,No
3db0d33a-5de9-4f4a-bb6d-bb30ec248185,28,Male,IT,7,14478,1,1,No,Engineer,1,5,No
b5ac0242-eb98-467a-86d9-c80e224dd1df,34,Female,Finance,13,8080,3,3,No,Analyst,0,3,Yes
3e2416d0-e418-42ac-a49e-c3859f9bed04,32,Female,Finance,4,4518,4,1,No,Technician,0,6,No
140b5051-3b32-4ce4-aa90-eadfdf3b36fa,59,Female,IT,16,3532,4,2,No,Technician,0,8,No
edf78dde-a1a0-4161-a95f-d98de4fb9a5f,23,Male,Finance,5,9091,1,4,Yes,Technician,2,5,No
2e2de039-d205-469f-95d5-a1ccbc4bc848,56,Female,Sales,10,9944,3,2,Yes,Engineer,1,2,No
b0ea0c3f-9e03-4c52-8505-22a222213c40,54,Female,Finance,10,2446,1,3,Yes,Executive,0,9,No
369e0a0a-3b0a-4e26-bd48-a61bb31dcb0d,59,Female,HR,13,6771,1,1,No,Executive,9,9,No
27d67714-38a6-4806-8636-d9c15ef334cf,59,Male,Marketing,6,13989,1,3,No,Executive,9,8,Yes
d9438bba-4b98-4ece-82a9-ffec18cc6947,57,Male,Marketing,19,6739,3,1,No,Manager,6,3,No
895a2843-0a7b-4d79-b5a3-4523d6d5de16,51,Male,IT,1,8668,1,2,Yes,Technician,0,5,No
d2f7aed2-de44-4882-8f2b-0be8e8cff516,23,Male,Marketing,14,14836,1,4,No,Executive,6,4,No
c0a97f72-8110-4555-b754-93a19b74b777,49,Female,IT,9,13704,3,4,No,Manager,4,2,Yes
bcaac478-341d-45a7-8aa7-3409bdb04241,22,Male,IT,9,5162,1,1,Yes,Executive,2,9,No
36d6005c-6691-443f-aaa0-4b76c358ba72,50,Male,IT,13,13870,1,3,No,Analyst,1,6,No
5c24dd5b-2e2a-43d0-936b-627473d57a5f,45,Male,Sales,10,6173,2,2,No,Analyst,3,6,No
76925560-9e40-4549-a5cf-29b8c14f2c1b,24,Male,HR,3,9206,2,1,Yes,Analyst,0,9,No
f3489514-1c83-4e10-b97b-b6af37d04f3c,24,Male,Sales,16,2010,2,1,Yes,Manager,8,2,No
2aad18c2-1dc3-4d6e-91be-38ce64b96f82,42,Male,HR,1,7496,3,3,No,Engineer,0,2,No
75275c84-ba44-4784-b885-b7536e2016cc,30,Male,Finance,14,8283,4,4,No,Analyst,0,0,Yes
966b9c92-c915-4515-ae9a-d0f0159bc275,31,Male,Marketing,2,6129,4,2,Yes,Engineer,1,7,No
c88dd61e-14b5-454a-90d5-db6b8a58e54a,22,Male,Marketing,2,3567,2,2,Yes,Manager,9,9,Yes
02952cb7-4d2e-4aea-ac84-970892a62c3e,38,Male,Sales,8,13013,2,3,Yes,Technician,4,5,No
4afa41d2-4235-4b0b-8cfd-c88752107f98,45,Female,HR,2,2252,2,1,No,Technician,7,8,No
134c9c99-793f-41df-b332-85810e34b844,36,Female,Marketing,8,10492,2,1,Yes,Engineer,0,7,No
3f0669f7-ee88-491f-bf64-8dbee045053b,59,Female,Marketing,11,3623,3,4,No,Manager,2,3,No
953535e1-4002-487a-b43f-da7187f78437,21,Male,Marketing,17,3136,1,1,Yes,Executive,3,3,No
a3bbc1b4-3f21-40fc-ba22-849338aee723,24,Female,Marketing,19,11523,3,1,Yes,Executive,7,2,Yes
8960b1df-fa48-4dcc-b98e-192bb07764d0,23,Male,IT,1,5537,2,4,No,Engineer,4,9,No
60685fc6-075b-486a-9b0d-38d867ed7f6c,49,Female,Marketing,15,11382,1,3,No,Analyst,8,4,No
ecd6bced-ce73-437b-8369-b20c10a95790,47,Female,Marketing,9,8195,3,3,Yes,Engineer,3,2,Yes
4e5ea674-67ec-4d4b-87bc-20f606a05442,54,Male,Sales,6,4487,2,1,Yes,Technician,5,0,Yes
11c5c2ba-53a5-43c0-82b3-d16a659e5885,37,Male,Finance,7,6211,2,1,Yes,Technician,3,1,No
4794fe18-41b6-48d8-b2ac-fa544066e789,53,Male,Marketing,1,5960,3,1,No,Technician,6,1,No
6166fdd3-fe42-4607-8238-93ec0fdc80dd,40,Female,Sales,8,5832,2,2,No,Analyst,1,4,No
4c284090-6b4a-4593-981d-71e6f39e319c,30,Male,IT,18,12270,1,1,No,Manager,5,6,No
3907efbd-3683-446a-bb5a-07f8e5aef9dc,51,Female,Finance,0,6417,1,3,No,Engineer,7,6,Yes
830ace42-7c41-47c0-a08a-ed6d0e710dc8,47,Male,Finance,9,3440,3,4,Yes,Executive,3,5,No
e516389d-ccd6-4ca4-83fb-c0a7b816c909,47,Male,Finance,13,14592,2,3,Yes,Engineer,5,8,Yes
1f0d32b2-bbd3-4c0b-9774-eb1d3b755e38,46,Male,Sales,10,3933,4,1,Yes,Executive,9,5,Yes
7098957d-2c51-42d6-b273-9fedf6e34640,43,Female,Sales,8,6321,4,1,No,Engineer,6,3,No
bad9bb62-357e-43ff-81a1-8f2eea118b15,46,Female,IT,13,7034,1,3,Yes,Engineer,6,9,No
b0cb8bc0-bb9c-4bc2-82c5-133f87160df6,36,Male,IT,10,13006,4,4,Yes,Executive,4,7,No
2acbbd0a-299c-441b-bd39-4dc211b0847e,52,Female,IT,19,3998,2,3,No,Analyst,1,4,No
8fa53691-5842-41a4-b0a6-55ecf34ed59d,33,Female,HR,18,11556,1,1,No,Technician,8,4,No
276c5de5-84db-44b1-93fc-5f5cb9c6e07e,49,Female,Sales,9,14272,4,3,No,Engineer,8,6,No
f84b072c-7ad9-40a5-9080-48f742bc78cf,36,Female,IT,9,8034,3,0,Yes,Analyst,4,1,No
b9b9fb53-fd80-4bf1-845f-86aadfc452ef,43,Female,Marketing,14,11553,1,4,No,Manager,5,0,No
09666468-e769-4424-b471-0ca8ac9a5564,42,Female,HR,12,10839,1,2,No,Engineer,5,6,Yes
8f2664e6-4dcc-44df-945f-fb932f83d765,41,Female,Marketing,12,12515,4,1,Yes,Engineer,7,7,No
74c0876f-bb92-478a-a4bd-9de0635a18eb,34,Male,HR,11,3083,2,3,Yes,Manager,6,4,Yes
8faf5138-be9d-469c-8bd2-663c4e5ae550,39,Male,Finance,0,8797,4,1,Yes,Executive,7,7,No
51596d51-e197-42b6-93a6-bd2b3f87ef02,41,Female,Sales,0,13256,3,3,Yes,Technician,0,0,Yes
878f64ad-a1d4-46a9-9278-a0599f3db34b,25,Male,Sales,7,9926,1,5,No,Engineer,9,6,No
05c4b673-f482-4790-8aec-6f9489653bbb,30,Male,Finance,4,5763,2,2,Yes,Technician,7,6,No
ec7308c4-56b0-44da-ae0d-a35fec236261,21,Male,Finance,12,11389,4,1,Yes,Executive,4,9,No
3dbe581c-dcfc-4bc0-b120-e9111904d8f0,51,Male,Finance,13,10244,5,2,No,Analyst,2,1,No
959d2199-fdff-4986-aeca-351384076617,53,Female,Finance,2,3861,2,1,No,Manager,4,3,No
592cec19-66bf-4e84-8e5d-f0e29941f2ca,25,Female,HR,17,10570,0,3,No,Technician,2,4,Yes
2d73f57f-0047-49dc-ac0c-abae739061c5,44,Female,Finance,15,14607,2,2,No,Executive,5,3,No
f4c70680-c18f-4012-b891-5a865a0e5daa,24,Female,Sales,8,10555,1,5,No,Engineer,5,6,Yes
ab0d5531-a7a3-4448-9572-96ce4fe7af27,51,Male,IT,14,9033,0,0,No,Executive,8,0,No
c2cd0029-6b94-4b00-b41f-a00cb8c9b9c3,42,Male,HR,16,10096,1,3,No,Technician,2,3,No
80d61513-f362-41fe-b76e-68e3c136a385,40,Male,IT,17,2359,2,0,No,Engineer,1,6,No
6c558a9c-db7d-419b-a7fb-cc196feadf3c,49,Female,Sales,10,8300,2,2,Yes,Engineer,7,4,Yes
7e12eef8-6ac2-474f-85b8-a690e05106c6,35,Female,Marketing,10,10946,4,0,Yes,Technician,1,3,Yes
7ffedfa1-f2e9-44c8-8de2-ffc9e1e68a66,20,Female,Finance,12,8315,1,4,Yes,Technician,2,4,No
f25f42e8-73ab-4ae0-96ad-a3201181af15,46,Female,HR,7,2968,6,3,No,Engineer,4,1,No
58f79d56-c31d-4776-9dbf-6fb034a8c831,54,Female,HR,10,4310,4,3,No,Technician,3,5,No
5660888b-efff-4757-9613-489ec06635c6,38,Male,HR,0,2839,2,3,No,Manager,0,7,Yes
547d6bda-c132-47ec-ae46-82417580a4e5,38,Female,Sales,17,9915,3,1,Yes,Manager,1,4,No
ba626054-2fc5-4ac0-a986-de39c3dbd7ea,32,Male,IT,0,10112,3,2,Yes,Technician,6,1,No
3ea965b2-9a52-433b-9162-c419dcdb9e44,41,Female,IT,1,5281,3,2,Yes,Executive,2,8,Yes
5ae4e46e-05c6-4ed5-b79a-dcea0f1a74bd,49,Male,Marketing,12,10603,0,3,Yes,Technician,6,9,No
47dbb5f3-27c3-4bf3-972f-f58e5a7e8a2e,57,Male,HR,10,5234,2,5,No,Executive,0,8,Yes
b5ac0242-eb98-467a-86d9-c80e224dd1df,34,Female,Finance,12,8078,4,3,No,Analyst,0,0,Yes
7d193d80-466d-4662-adda-51d7f121474b,48,Female,HR,14,4255,1,4,No,Analyst,1,6,No
6e5aa7aa-8397-4460-9ead-1526e2075f52,21,Female,HR,16,9199,0,5,Yes,Technician,2,2,Yes
64d82673-9add-4060-87ed-8fbd3f861a4c,24,Female,Sales,12,4909,1,0,No,Technician,3,1,No
47d7618a-90c4-4270-9538-c63b224b273b,22,Male,Marketing,12,7765,2,4,Yes,Engineer,6,5,No
59fc75f3-fe4f-4919-9e73-7c3f0c943eba,46,Female,Marketing,10,3553,3,2,No,Manager,4,2,No
8d55b90d-8a38-4ac4-9fdb-4e09472d4abe,46,Female,Sales,3,12323,0,1,No,Manager,1,0,No
aefcb6e0-c0b3-4930-ae76-0b1fb216e60c,55,Female,HR,6,12122,2,0,Yes,Executive,1,4,No
a1648962-49a7-4013-b60c-71b579106262,21,Female,Marketing,15,14471,0,1,Yes,Engineer,0,8,No
2ef596b2-0e6c-4f5b-ab01-23e5b0490cea,51,Male,IT,11,8097,0,0,No,Analyst,2,8,No
a5d488bd-70d5-454c-9e3d-8a4520e1c1e7,59,Female,Finance,5,11372,3,1,No,Analyst,3,5,No
fb20a91f-00cf-4e6a-9b71-9895fef8d39d,28,Male,Sales,15,2681,3,1,No,Engineer,3,8,No
d0c8e12d-2a1e-4589-8f81-32f965a43940,56,Female,IT,17,3025,0,1,No,Manager,6,6,No
46ea454e-4c4e-4cbc-b0c9-23e66ecc1277,56,Female,Finance,3,10757,1,2,Yes,Analyst,8,6,No
92eba064-b5d4-4d40-a1f2-a6cbe0bd23b2,51,Female,Sales,18,5914,0,1,Yes,Technician,8,0,No
2a91e1b9-32c7-4adb-97ea-a652499a4b63,25,Female,Sales,9,3902,2,2,Yes,Manager,0,7,No
c88dd61e-14b5-454a-90d5-db6b8a58e54a,20,Male,Marketing,2,3567,3,2,Yes,Manager,8,8,Yes
35e0272c-4871-46f6-882f-bbe8cbe9aaaa,54,Female,IT,9,7034,1,3,Yes,Analyst,2,3,Yes
70637513-a5a4-4dab-8cf6-b6b6ec9f3939,26,Male,IT,14,8465,0,3,No,Manager,5,8,No
140b5051-3b32-4ce4-aa90-eadfdf3b36fa,58,Female,IT,16,3531,3,2,No,Technician,1,8,No
304c4995-64e2-47e1-a2ca-a42a921b468f,37,Female,IT,5,13411,3,2,Yes,Engineer,7,8,No
140b5051-3b32-4ce4-aa90-eadfdf3b36fa,57,Female,IT,16,3532,3,3,No,Technician,1,8,No
24980414-d9b8-4317-bb67-5bcb39639820,21,Male,Marketing,10,2021,0,3,Yes,Executive,2,10,No
68323f68-c1e7-44c0-8d6a-74382986bc30,22,Male,Sales,8,11763,4,2,Yes,Manager,6,3,No
1b7ed206-ab9c-4a43-a1f3-024443463647,47,Male,Marketing,17,12111,1,3,Yes,Technician,0,3,No
3dd1daaa-febd-46a2-b61f-a6c05b813f51,38,Male,Finance,5,10668,3,4,No,Engineer,3,2,No
e2e0a31f-fc44-4ea5-9ab4-675ad378eec4,54,Female,IT,8,12915,2,2,No,Executive,2,7,No
14560041-15f0-4762-9676-79f857dfef10,39,Male,HR,11,2029,2,1,No,Manager,3,8,Yes
7e12eef8-6ac2-474f-85b8-a690e05106c6,35,Female,Marketing,8,10947,5,1,Yes,Technician,0,4,Yes
f7bacd18-c15b-4249-91f2-24f79ed54db2,22,Male,Marketing,11,8245,1,2,Yes,Technician,6,4,No
90281409-b0f9-4d54-8448-099acce39dd1,30,Female,Marketing,15,14771,1,1,Yes,Executive,0,4,No
a042d4cb-1f3a-4b3e-aeeb-d77c06f9570f,31,Female,Finance,17,9978,4,2,Yes,Executive,4,0,No
878f64ad-a1d4-46a9-9278-a0599f3db34b,24,Male,Sales,5,9922,2,4,No,Engineer,10,9,No
e6462384-a3b6-427d-9ce0-a2da470789b1,30,Female,Finance,0,6539,1,1,Yes,Technician,1,5,No
9afab225-0e6e-4e30-8055-56fa389fcc58,34,Male,IT,9,4866,2,3,Yes,Executive,0,0,Yes
5b999fe3-5876-44ff-9fa6-274bcaf52036,56,Male,Marketing,0,9692,2,2,Yes,Executive,1,4,No
4d4ca57e-75e4-44df-b525-5ddd9cab02d7,19,Female,Sales,11,11072,1,4,Yes,Manager,0,0,No
8c86e2b4-85b0-4fb7-a769-555152a2acf9,52,Male,Finance,17,4142,1,0,Yes,Manager,0,1,No
6e009d37-151a-4ae1-aaca-9a2dc937d9a8,28,Male,Finance,13,12455,3,0,No,Manager,1,0,Yes
5e538b6d-8aa3-41df-a6c6-9e7853a6ae8a,44,Male,Finance,0,11408,4,2,No,Executive,4,0,No
93d32d6b-07f1-4cb7-9548-08d05aeeb122,38,Male,Finance,11,9026,1,0,Yes,Executive,0,8,Yes
b29bae50-eac0-4ee9-8886-8d72e2fd3028,37,Female,Sales,7,14370,2,1,No,Technician,4,1,No
a7f796d7-2440-46e9-b40c-53e2279ec535,33,Male,Marketing,14,2068,3,2,No,Analyst,5,2,No
f4ab33ed-a3da-454d-a7c8-165c08e6caf8,37,Female,Finance,18,4463,0,3,No,Manager,0,5,No
fe5ad16e-d102-4117-82cc-2d054810b749,22,Male,Sales,18,9552,4,2,No,Analyst,5,10,No
03b4bdf9-c5dc-45e6-8a78-cd907ed0d6ac,53,Female,Marketing,13,14566,5,3,Yes,Analyst,2,5,No
09070844-9329-4ee9-bee8-2d80ceb5aac7,56,Female,IT,1,12860,5,2,No,Analyst,5,2,No
f5cf9ee3-f800-4deb-8ef5-7473bf4c8dc8,27,Female,Marketing,20,4597,1,2,Yes,Manager,7,4,No
b5ac0242-eb98-467a-86d9-c80e224dd1df,33,Female,Finance,13,8080,3,2,No,Analyst,0,3,Yes
5dfc86c8-6759-4632-b82a-362f4ef5a643,44,Male,IT,5,11349,2,3,No,Executive,6,6,No
fe015eee-20a4-449e-81f2-c2bf6280772d,23,Male,Finance,4,7098,0,3,No,Executive,6,8,Yes
3be4ac3b-e0dd-49a3-8775-83a10387fb47,48,Male,HR,0,11922,3,4,No,Analyst,1,7,No
de8f70f7-c3b3-427a-a841-e671d1eb4701,37,Male,Sales,17,3567,1,1,No,Technician,1,5,No
2bcfa81d-e45a-4f82-a68e-30d18714a2b5,29,Male,HR,12,13381,1,4,No,Analyst,3,8,No
a2e78a92-d421-40b5-98e3-35680803a80a,29,Male,Sales,4,14613,5,0,No,Analyst,4,1,No
f768a758-9f33-4ca3-84e4-0e06e7d88fe6,24,Male,Marketing,12,2010,1,1,Yes,Manager,0,6,No
5b38842c-711d-40df-8d31-c662c1d41d1e,41,Male,HR,11,7495,1,0,No,Technician,8,5,No
189f31fd-9967-4d4f-9e37-33dc2e50beb7,25,Female,Finance,2,7813,2,2,No,Analyst,5,0,Yes
b8c2c51b-1512-456d-8da7-ae821fe1dfc7,45,Female,IT,17,7562,2,4,No,Technician,1,7,No
80d61513-f362-41fe-b76e-68e3c136a385,41,Male,IT,16,2361,3,1,No,Engineer,3,7,No
4d4ca57e-75e4-44df-b525-5ddd9cab02d7,19,Female,Sales,12,11074,0,5,Yes,Manager,0,0,No
9b7573b9-4ca6-43c7-8a3a-bf74decb1d15,27,Female,HR,11,12886,1,3,Yes,Manager,7,3,Yes
180ab369-8da2-4de4-a0bd-9debf78775f6,53,Female,Marketing,13,5784,2,4,Yes,Analyst,7,8,No
88b49aac-5b1a-40e8-8b23-4dbdc1a098a8,31,Male,Sales,12,3835,2,4,Yes,Engineer,0,8,No
09e51972-8f74-45ed-bc89-63146a20c03a,47,Male,Marketing,4,7762,2,0,Yes,Technician,3,0,No
29f28642-266d-4f3b-b0ba-af02fd24d636,26,Female,Marketing,19,11808,0,0,No,Engineer,3,7,No
c101cae0-4e55-49eb-af0d-b250a8fef9b9,23,Female,Marketing,8,11760,4,2,No,Technician,7,6,No
effb1e25-e2ae-426d-bd45-170c30856256,55,Female,Finance,16,12498,2,2,Yes,Analyst,6,0,Yes
ad8b43f0-fe5f-4859-b51e-773c7016abe5,44,Female,IT,0,2499,1,2,Yes,Manager,0,8,No
ff5bf121-e61f-4d09-befc-b958436b336b,23,Female,IT,8,9687,0,1,No,Analyst,5,4,No
092771e5-a70a-44ad-ac86-208da6695245,58,Male,Finance,9,5884,2,5,No,Manager,2,6,Yes
b473c173-b7e5-456e-ba09-842fb443c883,28,Female,Sales,15,8623,2,3,Yes,Engineer,0,5,No
273fe885-ad6c-4840-851b-76d6fca9f376,57,Female,Finance,8,9417,3,3,No,Executive,2,6,No
1ea84bb9-64bd-4352-b623-5b475cdf17b9,45,Female,Marketing,0,12331,4,2,No,Executive,9,8,No
140b5051-3b32-4ce4-aa90-eadfdf3b36fa,56,Female,IT,16,3530,4,4,No,Technician,0,6,No
bad9bb62-357e-43ff-81a1-8f2eea118b15,47,Female,IT,12,7033,2,2,Yes,Engineer,7,9,No
