Fecha,Área,Necesidad_Personal,Proyectos_Activos,Rotacion_Empleados,Ausentismo,Horas_Extras,Clima_Laboral
2021-07-01,Operaciones,27,2,7.52,1.63,5.81,6.6
2018-10-01,IT,28,13,1.01,13.04,7.17,4.3
2020-07-01,IT,35,6,0.09,7.49,0.13,8.6
2021-02-01,Finanzas,36,5,4.16,5.29,0.85,4.0
2021-09-01,Operaciones,13,14,0.75,4.76,5.99,4.5
2018-08-01,IT,6,11,3.83,10.08,7.63,6.5
2022-08-01,IT,29,13,9.79,3.96,0.52,5.0
2022-08-01,IT,32,13,7.02,14.7,3.35,5.9
2022-01-01,Marketing,31,7,1.0,13.12,7.29,8.4
2023-06-01,Finanzas,27,12,6.86,7.52,3.03,7.5
2023-05-01,IT,23,13,0.01,7.49,0.11,7.0
2019-06-01,Finanzas,15,11,0.49,9.68,3.89,7.9
2021-08-01,Marketing,33,14,2.11,6.06,7.24,8.9
2018-01-01,IT,23,7,0.59,2.48,6.04,6.4
2021-09-01,Marketing,18,3,0.53,13.7,7.32,7.0
2023-04-01,Marketing,33,4,8.38,10.48,4.2,5.4
2022-06-01,Finanzas,18,11,0.63,11.2,0.04,5.0
2021-06-01,Finanzas,28,10,5.7,12.36,3.67,4.3
2023-11-01,IT,22,14,6.45,6.2,6.36,8.0
2020-09-01,Recursos Humanos,21,11,4.02,4.41,0.1,6.3
2023-05-01,Recursos Humanos,18,8,5.89,10.65,6.27,6.2
2023-07-01,IT,33,4,9.82,1.01,4.41,5.1
2022-12-01,Recursos Humanos,17,8,7.0,14.42,9.78,5.4
2022-09-01,Finanzas,40,7,4.43,4.07,6.59,8.4
2022-07-01,Recursos Humanos,39,5,1.95,14.47,9.23,8.1
2020-02-01,IT,12,14,1.22,8.08,5.44,5.4
2022-04-01,Operaciones,26,14,7.1,14.22,4.96,9.4
2021-04-01,Recursos Humanos,36,9,0.46,14.29,4.74,4.5
2023-04-01,IT,33,8,1.79,12.14,2.73,7.4
2019-03-01,Recursos Humanos,13,1,8.58,10.0,1.08,8.1
2018-10-01,IT,17,7,9.32,2.13,5.6,7.6
2022-11-01,Recursos Humanos,26,3,6.07,12.43,1.76,6.2
2023-05-01,Finanzas,23,7,4.58,10.38,5.29,4.4
2019-07-01,Recursos Humanos,28,14,0.87,2.21,7.89,6.0
2019-10-01,Marketing,29,11,5.42,7.13,0.54,7.6
2021-03-01,Operaciones,24,6,6.87,1.11,2.81,5.8
2019-09-01,Operaciones,33,9,3.39,5.02,4.11,4.1
2019-08-01,Recursos Humanos,17,9,4.34,9.42,0.79,5.2
2020-07-01,Marketing,21,13,7.52,0.66,3.31,4.4
2020-12-01,IT,27,2,8.66,14.12,5.99,5.7
2020-08-01,Recursos Humanos,19,14,2.88,1.9,7.31,6.0
2021-12-01,Marketing,19,8,7.29,14.96,9.4,6.7
2020-09-01,IT,32,13,6.34,7.89,5.09,4.1
2022-09-01,IT,36,4,0.46,3.75,6.38,9.9
2023-10-01,Finanzas,38,13,6.98,0.95,9.42,6.5
2023-04-01,Operaciones,24,12,8.02,11.88,7.88,8.8
2020-03-01,Operaciones,18,6,4.88,14.15,7.62,10.0
2018-09-01,Marketing,18,2,0.95,9.64,9.7,6.8
2020-08-01,Marketing,29,13,8.1,13.58,1.01,8.1
2022-07-01,Recursos Humanos,37,5,0.37,3.04,9.32,5.5
2019-12-01,Recursos Humanos,22,7,9.2,3.33,7.41,9.6
2020-12-01,Finanzas,17,7,1.57,3.6,0.26,9.1
2018-12-01,Marketing,12,6,3.49,8.63,7.43,9.2
2020-11-01,IT,19,5,4.65,8.83,6.62,5.4
2023-12-01,Recursos Humanos,31,6,8.55,8.6,7.76,9.3
2022-12-01,Recursos Humanos,25,10,0.17,6.49,9.54,7.6
2022-08-01,Finanzas,33,4,3.55,1.69,6.69,5.6
2023-04-01,IT,40,11,6.1,1.94,8.62,6.1
2018-01-01,Recursos Humanos,30,14,5.16,5.62,5.93,6.8
2019-03-01,IT,28,11,1.03,11.75,7.86,9.6
2022-01-01,Recursos Humanos,24,13,8.51,7.55,5.12,7.6
2019-05-01,IT,17,9,2.43,10.85,5.91,7.6
2021-02-01,Marketing,22,9,8.04,4.83,6.8,7.3
2022-12-01,Recursos Humanos,24,12,8.78,11.68,4.23,6.1
2023-12-01,Recursos Humanos,39,14,8.62,6.36,6.97,7.1
2021-09-01,Operaciones,16,1,5.96,9.16,7.96,6.1
2018-06-01,Finanzas,14,3,9.15,1.68,6.57,9.9
2020-09-01,Finanzas,37,11,1.63,5.23,7.61,5.0
2020-08-01,Operaciones,37,4,3.43,1.84,6.69,7.7
2021-10-01,Finanzas,28,13,8.68,4.09,5.37,8.0
2021-10-01,Marketing,26,9,3.62,6.82,7.1,7.3
2018-03-01,Operaciones,12,5,9.35,8.94,6.04,4.8
2021-11-01,Operaciones,23,11,1.68,10.83,2.52,7.1
2022-04-01,IT,33,12,5.5,9.03,5.43,5.6
2023-10-01,Marketing,27,3,6.07,0.62,3.6,9.7
2023-04-01,Marketing,43,2,1.38,2.09,5.68,6.5
2020-01-01,Recursos Humanos,23,11,9.39,6.16,2.43,4.9
2019-09-01,IT,22,7,5.9,0.1,6.8,5.1
2023-11-01,Recursos Humanos,40,8,9.4,8.64,1.74,4.2
2020-10-01,Operaciones,30,13,8.74,6.09,5.71,9.1
2021-07-01,Operaciones,24,9,2.54,4.95,4.44,5.9
2022-10-01,Marketing,23,3,8.35,2.94,1.64,7.7
2023-09-01,Operaciones,34,8,5.04,14.7,0.98,4.3
2019-12-01,Finanzas,18,10,6.5,9.65,0.22,9.2
2022-08-01,IT,37,11,2.58,14.74,0.15,6.0
2018-06-01,IT,25,2,2.85,8.64,2.13,9.1
2020-06-01,Operaciones,34,6,6.99,13.21,2.76,9.0
2018-12-01,Operaciones,37,8,0.4,10.83,8.31,4.0
2021-03-01,Recursos Humanos,19,10,8.62,2.55,8.29,4.4
2020-06-01,Recursos Humanos,19,12,8.56,12.88,1.72,4.1
2020-09-01,Operaciones,20,13,5.22,11.73,1.86,4.4
2022-02-01,Finanzas,29,2,0.04,8.15,3.92,8.3
2019-03-01,Finanzas,35,8,7.54,5.97,6.27,6.0
2020-03-01,IT,29,11,4.94,4.78,9.65,8.2
2021-09-01,IT,35,9,5.94,8.28,2.9,4.3
2021-09-01,Recursos Humanos,37,10,5.73,13.4,4.79,9.2
2022-06-01,Finanzas,21,5,4.82,1.7,8.52,7.7
2018-10-01,Operaciones,22,9,2.75,7.35,9.84,8.6
2021-08-01,Operaciones,37,2,5.14,11.32,2.93,5.3
2022-10-01,IT,19,4,5.2,13.71,5.31,4.4
2020-07-01,Marketing,28,7,1.11,4.77,8.14,6.1
2023-08-01,Recursos Humanos,31,11,5.11,7.55,0.54,4.9
2018-05-01,IT,19,14,7.87,4.76,8.22,4.8
2022-03-01,Marketing,19,5,8.66,10.5,2.63,7.5
2020-09-01,Finanzas,34,6,3.34,7.04,7.63,4.5
2021-11-01,Operaciones,20,6,8.07,11.98,9.8,9.8
2021-04-01,Finanzas,20,13,7.75,0.41,9.0,4.3
2023-02-01,IT,34,8,7.9,7.63,3.19,7.5
2021-06-01,Marketing,18,5,5.04,6.61,8.41,4.9
2023-09-01,IT,37,12,1.17,11.61,6.84,7.5
2019-05-01,Marketing,30,9,6.52,1.45,5.75,7.2
2020-10-01,Recursos Humanos,23,3,1.92,6.0,7.14,7.9
2022-02-01,IT,32,7,6.69,7.69,5.38,6.6
2023-10-01,Marketing,43,9,8.46,7.78,3.53,7.3
2022-11-01,IT,20,8,4.63,0.49,0.81,4.2
2021-10-01,Recursos Humanos,25,1,3.2,10.55,9.29,9.1
2021-11-01,Finanzas,26,9,1.74,11.91,0.52,9.6
2019-05-01,Operaciones,15,7,5.35,11.35,2.04,9.6
2018-11-01,Marketing,28,10,6.23,5.9,5.57,5.1
2021-06-01,Marketing,30,4,9.65,11.39,2.49,6.9
2022-11-01,Operaciones,31,7,6.24,6.83,4.19,4.5
2019-10-01,Marketing,22,4,3.3,7.87,0.92,6.5
2022-09-01,Operaciones,33,11,6.84,1.44,3.08,6.6
2021-04-01,Operaciones,34,8,7.12,3.42,7.24,6.9
2018-01-01,Operaciones,28,8,9.64,6.92,1.64,7.1
2018-12-01,Finanzas,19,11,6.19,12.85,6.3,7.6
2022-01-01,IT,38,8,9.53,14.37,7.89,8.9
2020-02-01,Marketing,4,8,5.78,6.9,4.03,7.1
2022-05-01,Recursos Humanos,27,13,4.29,1.87,2.51,5.5
2020-06-01,Operaciones,27,9,6.21,4.38,4.96,6.0
2019-07-01,IT,25,14,4.32,4.21,8.64,5.9
2018-05-01,Marketing,9,13,4.78,6.39,9.25,6.4
2018-06-01,Operaciones,18,5,8.04,3.39,0.02,8.8
2019-11-01,Operaciones,19,4,2.22,0.2,4.93,5.3
2018-11-01,Marketing,19,2,9.38,10.04,9.52,7.5
2022-05-01,Marketing,36,6,1.58,7.28,5.06,6.4
2021-07-01,Marketing,36,13,9.86,11.34,4.0,6.4
2020-06-01,Marketing,34,8,5.79,5.43,1.85,8.7
2018-03-01,Operaciones,25,5,9.36,14.91,3.81,9.2
2021-08-01,Finanzas,31,13,9.39,13.14,8.15,7.2
2022-06-01,Finanzas,36,8,8.88,7.89,8.41,4.7
2021-07-01,Finanzas,27,10,9.27,2.42,9.46,6.0
2021-05-01,Recursos Humanos,20,12,2.71,11.13,9.74,4.2
2021-03-01,Recursos Humanos,30,5,6.91,6.02,0.13,8.9
2023-08-01,Finanzas,25,4,1.35,13.72,8.09,5.6
2020-05-01,Finanzas,36,9,2.01,9.56,5.78,4.8
2023-06-01,Finanzas,38,5,9.94,7.3,8.61,9.3
2021-06-01,IT,36,14,5.19,7.67,9.63,8.9
2022-11-01,Recursos Humanos,18,1,2.98,7.68,3.15,5.7
2020-07-01,Marketing,21,12,0.98,8.52,0.24,7.8
2022-01-01,Finanzas,19,14,0.17,6.93,0.87,6.3
2021-01-01,Finanzas,19,8,0.46,4.8,9.81,5.9
2020-04-01,Operaciones,17,3,2.31,5.85,9.02,8.8
2023-06-01,IT,32,2,3.06,7.47,4.74,5.0
2019-04-01,Recursos Humanos,11,1,4.29,9.54,8.99,9.3
2019-12-01,IT,31,9,8.83,0.95,4.08,6.8
2022-08-01,Finanzas,32,10,9.05,12.95,3.29,4.4
2023-11-01,Recursos Humanos,37,3,6.2,2.1,1.69,8.7
2023-04-01,Finanzas,14,14,5.0,10.31,2.84,4.4
2021-09-01,IT,18,3,3.61,13.08,1.17,8.1
2019-05-01,Recursos Humanos,26,14,0.79,3.53,10.0,4.1
2021-04-01,IT,27,7,9.84,13.62,8.76,5.0
2020-06-01,Marketing,21,14,8.03,3.38,6.74,8.3
2021-02-01,Recursos Humanos,21,3,1.91,9.15,3.05,4.1
2022-01-01,Recursos Humanos,25,4,4.49,4.99,7.21,9.3
2021-07-01,IT,27,7,7.31,10.77,7.55,5.2
2023-01-01,Finanzas,34,11,5.21,1.03,0.3,9.0
2021-11-01,Marketing,22,9,3.09,10.57,3.52,8.8
2018-07-01,IT,24,6,5.0,10.24,2.41,8.2
2019-05-01,IT,25,14,5.05,7.08,8.91,9.2
2018-01-01,Marketing,25,3,6.59,7.91,7.1,5.5
2020-11-01,Recursos Humanos,26,11,5.18,10.97,7.45,6.0
2023-08-01,Operaciones,30,8,9.6,3.85,9.55,6.1
2023-05-01,Recursos Humanos,24,8,2.18,11.94,8.35,8.1
2021-10-01,Finanzas,29,7,8.75,9.9,3.18,7.4
2019-05-01,Finanzas,11,14,8.99,0.05,5.45,4.5
2021-05-01,Recursos Humanos,26,2,5.21,3.06,9.6,5.8
2023-05-01,IT,40,13,2.78,7.79,5.96,7.2
2019-08-01,Finanzas,24,5,0.89,13.73,6.21,4.7
2018-04-01,IT,15,2,9.2,2.45,7.63,4.2
2018-01-01,Marketing,16,9,9.22,9.8,8.88,6.4
2023-10-01,IT,29,7,0.36,3.31,6.24,5.5
2022-07-01,IT,37,10,8.48,3.21,9.32,8.6
2023-03-01,Recursos Humanos,30,2,1.58,11.2,7.33,7.9
2019-12-01,Operaciones,27,7,2.33,3.25,2.47,6.3
2018-06-01,Operaciones,25,10,1.18,12.35,0.56,5.6
2023-08-01,Operaciones,45,2,4.43,14.47,7.59,8.6
2019-06-01,IT,30,4,2.41,13.87,1.48,4.5
2018-04-01,IT,10,7,3.31,13.9,5.71,6.8
2023-03-01,IT,35,14,2.97,1.37,7.36,9.9
2022-02-01,Finanzas,31,9,0.68,4.66,4.97,8.0
2019-10-01,IT,29,8,1.13,8.21,8.29,7.4
2021-03-01,Marketing,17,7,8.08,0.25,2.07,7.8
2023-04-01,Recursos Humanos,24,5,0.46,6.49,6.0,7.5
2018-08-01,Marketing,19,7,2.1,1.96,9.28,4.0
2018-03-01,IT,14,2,3.52,10.84,2.03,9.9
2021-07-01,IT,27,10,4.57,5.05,2.54,9.6
2018-07-01,Marketing,6,3,7.06,11.32,9.33,9.0
2023-10-01,Marketing,30,9,2.22,7.91,8.04,8.7
2020-04-01,Operaciones,15,2,0.58,4.41,9.32,4.1
2020-09-01,Operaciones,14,4,2.46,13.82,8.98,8.3
2021-12-01,Operaciones,31,13,5.12,1.58,0.45,8.1
2020-12-01,Finanzas,33,10,2.68,7.51,4.68,9.5
2020-07-01,Operaciones,11,3,2.06,4.38,8.67,8.2
2023-04-01,Finanzas,32,1,2.53,11.75,1.12,4.8
2019-05-01,Operaciones,24,13,8.08,4.33,2.37,5.9
2023-10-01,Finanzas,26,4,7.21,11.1,3.54,8.0
2020-08-01,Operaciones,19,6,2.21,13.15,8.08,5.6
2021-05-01,Marketing,21,2,0.7,13.1,9.32,7.9
2018-11-01,IT,19,8,2.65,13.43,3.47,8.8
2023-01-01,Recursos Humanos,31,14,6.46,12.48,9.15,9.7
2022-05-01,Recursos Humanos,28,13,5.36,12.07,5.65,4.8
2018-04-01,Recursos Humanos,23,2,9.3,10.9,6.91,6.4
2018-08-01,Marketing,22,2,4.13,12.98,3.74,6.8
2018-06-01,Finanzas,15,4,7.91,5.48,4.55,8.7
2019-05-01,Operaciones,26,12,2.05,2.91,7.46,9.6
2018-05-01,Recursos Humanos,30,7,6.99,13.11,8.7,4.6
2020-01-01,IT,27,3,7.03,12.14,7.29,7.7
2022-01-01,Recursos Humanos,20,14,4.4,11.29,6.19,5.7
2022-11-01,IT,24,14,1.64,5.28,6.2,7.5
2020-03-01,Operaciones,21,11,1.78,0.95,5.84,8.6
2020-04-01,Marketing,14,2,9.27,2.22,8.7,8.7
2023-01-01,IT,26,8,1.85,14.89,1.65,7.0
2022-04-01,Marketing,23,9,6.05,6.66,5.51,9.8
2018-06-01,Finanzas,27,6,8.56,5.24,5.65,8.1
2022-08-01,Operaciones,38,8,5.43,1.53,5.54,4.0
2018-01-01,Finanzas,22,4,5.67,6.27,3.98,8.4
2023-01-01,Marketing,36,7,1.26,5.82,1.5,4.8
2018-06-01,Operaciones,31,5,7.89,0.55,7.52,4.1
2020-12-01,Marketing,19,9,1.39,2.61,9.3,6.8
2023-08-01,Recursos Humanos,37,2,3.69,14.8,9.67,8.1
2023-06-01,IT,40,1,1.68,14.63,1.51,7.7
2019-06-01,Finanzas,22,5,7.91,8.47,4.8,4.9
2022-09-01,Recursos Humanos,25,10,3.15,2.24,9.66,7.0
2020-05-01,Recursos Humanos,20,1,4.71,12.76,4.01,8.8
2023-03-01,Marketing,37,3,4.69,0.95,5.97,5.9
2021-11-01,IT,32,6,9.37,3.38,0.93,7.9
2018-04-01,Marketing,19,12,1.76,2.3,7.91,7.4
2022-03-01,Recursos Humanos,22,3,7.14,13.69,5.69,9.4
2020-10-01,Operaciones,35,1,2.13,6.42,0.76,5.5
2020-12-01,Recursos Humanos,30,6,0.24,13.49,6.0,6.2
2022-03-01,IT,15,9,0.21,0.79,0.04,5.7
2018-09-01,IT,21,4,3.58,8.15,7.43,9.6
2018-10-01,IT,16,11,5.42,5.57,3.4,7.2
2018-06-01,Marketing,27,10,1.1,7.32,6.54,6.1
2018-02-01,Recursos Humanos,12,6,0.91,12.94,6.92,7.8
2019-05-01,Finanzas,24,11,4.94,9.19,1.85,4.6
2022-10-01,IT,21,10,4.22,9.16,3.73,9.0
2023-11-01,Recursos Humanos,30,1,5.37,3.86,8.48,5.1
2019-03-01,Marketing,35,14,1.04,2.57,0.51,7.0
2019-05-01,IT,32,3,0.09,3.97,7.89,8.9
2019-01-01,Operaciones,19,6,0.02,11.31,1.94,4.5
2018-01-01,Operaciones,12,3,3.16,13.35,7.33,9.8
2023-02-01,Finanzas,34,4,2.08,11.45,0.38,4.9
2023-08-01,Operaciones,35,4,1.08,7.63,4.44,7.0
2022-06-01,Operaciones,16,5,1.39,6.43,0.69,4.2
2021-07-01,Finanzas,20,9,7.78,6.45,4.97,7.1
2018-03-01,IT,8,4,2.5,0.89,0.53,6.6
2019-02-01,IT,24,4,0.64,7.68,8.7,6.5
2021-09-01,IT,18,14,9.71,6.51,9.1,7.4
2023-06-01,Marketing,22,9,6.07,10.49,2.09,7.3
2021-11-01,Operaciones,20,7,7.41,1.39,5.75,8.1
2023-05-01,IT,38,9,0.45,13.58,0.86,9.8
2019-06-01,IT,30,4,5.8,12.12,6.87,4.3
2019-01-01,Marketing,24,4,8.49,11.34,3.89,9.9
2022-01-01,Marketing,22,3,5.26,0.69,5.02,4.6
2023-08-01,Marketing,18,13,9.67,14.89,5.7,5.7
2022-05-01,IT,31,8,5.7,7.3,8.65,9.1
2020-08-01,Operaciones,39,8,3.44,14.59,5.08,9.3
2018-01-01,Operaciones,12,6,8.16,8.35,3.55,10.0
2021-07-01,Finanzas,40,14,5.25,3.77,9.4,9.3
2018-06-01,Marketing,27,14,7.06,5.65,6.47,5.8
2019-01-01,Finanzas,34,2,4.59,13.81,0.07,8.6
2018-01-01,Finanzas,19,11,8.71,11.69,3.15,8.7
2020-09-01,Finanzas,25,6,7.01,14.23,9.28,6.2
2021-10-01,Operaciones,15,3,5.47,12.82,9.37,5.2
2020-08-01,Operaciones,22,11,5.79,0.17,8.54,7.1
2019-01-01,Finanzas,11,5,2.38,0.98,7.07,9.6
2021-10-01,Recursos Humanos,22,9,4.57,1.47,7.19,7.8
2019-04-01,Marketing,30,2,1.22,1.25,2.46,4.6
2021-12-01,Marketing,20,1,3.17,6.94,7.28,5.0
2020-02-01,Recursos Humanos,25,3,4.23,7.85,2.88,6.3
2018-07-01,IT,27,6,8.02,14.39,8.15,6.3
2022-11-01,Operaciones,19,9,5.64,6.25,4.98,5.4
2018-07-01,Operaciones,25,3,2.36,13.58,1.68,6.5
2022-06-01,Marketing,29,1,0.5,9.61,4.69,5.3
2018-07-01,Recursos Humanos,24,11,1.86,10.44,8.39,4.5
2021-12-01,Operaciones,35,9,0.58,11.09,1.55,8.5
2023-09-01,Recursos Humanos,32,7,1.52,0.4,0.12,4.8
2019-05-01,Operaciones,24,11,9.05,9.19,2.59,5.7
2021-10-01,Marketing,27,9,4.02,11.4,9.6,8.4
2020-08-01,Finanzas,30,9,6.3,12.42,3.33,4.9
2019-02-01,Recursos Humanos,30,8,9.33,1.64,6.29,7.4
2022-09-01,Marketing,31,4,8.64,12.0,7.38,6.8
2019-04-01,IT,9,6,3.75,0.39,9.91,9.5
2022-03-01,Operaciones,32,3,0.81,13.36,6.1,4.9
2020-02-01,Operaciones,13,4,3.89,11.31,5.99,9.6
2019-09-01,Recursos Humanos,25,3,4.55,2.22,6.3,6.4
2023-06-01,Recursos Humanos,42,10,1.36,6.41,1.34,7.5
2022-07-01,Recursos Humanos,22,8,7.69,6.51,6.72,5.8
2019-09-01,Operaciones,18,1,0.13,10.81,5.89,6.4
2022-11-01,Operaciones,30,12,3.98,11.18,0.55,6.5
2023-11-01,IT,23,11,4.8,10.7,8.74,9.2
2019-04-01,Finanzas,23,11,3.85,1.47,3.91,5.0
2021-11-01,Finanzas,16,8,9.09,9.08,8.1,4.8
2023-07-01,Recursos Humanos,34,11,6.1,13.21,5.49,8.7
2020-05-01,Finanzas,25,11,5.57,4.78,3.53,8.9
2020-04-01,Recursos Humanos,20,11,2.92,10.08,2.23,9.2
2020-08-01,Recursos Humanos,18,9,3.26,6.77,5.22,7.6
2018-08-01,Recursos Humanos,6,3,9.07,8.7,2.97,4.7
2020-04-01,Recursos Humanos,33,3,6.14,8.12,1.54,5.8
2018-01-01,Finanzas,11,11,7.3,2.74,6.62,6.3
2021-08-01,Recursos Humanos,20,9,5.99,9.23,5.61,4.0
2018-08-01,IT,13,11,3.73,11.91,8.45,6.4
2018-11-01,Recursos Humanos,22,13,2.68,14.68,0.53,9.6
2022-12-01,Recursos Humanos,21,10,6.4,2.08,5.13,6.1
2023-07-01,Finanzas,32,13,5.07,1.31,8.81,7.2
2023-02-01,Marketing,33,2,5.04,6.62,8.4,7.0
2018-10-01,Recursos Humanos,25,5,0.29,1.77,4.01,9.7
2022-06-01,Marketing,31,6,9.34,11.03,5.92,7.8
2019-06-01,Marketing,22,13,8.58,0.23,1.72,9.6
2020-04-01,Operaciones,22,6,7.76,3.16,6.63,6.7
2022-06-01,Marketing,30,13,6.04,5.47,4.64,9.1
2020-11-01,Finanzas,22,5,1.4,12.23,2.98,5.6
2020-12-01,Operaciones,26,11,0.9,13.41,8.28,6.0
2019-12-01,IT,35,8,6.22,1.54,2.61,4.9
2021-12-01,Operaciones,34,5,4.71,2.1,9.15,8.3
2023-04-01,Recursos Humanos,24,3,5.22,0.08,9.75,6.1
2022-10-01,Recursos Humanos,18,9,9.29,12.52,4.07,9.5
2018-10-01,Marketing,28,8,0.79,13.31,8.64,6.5
2020-04-01,IT,25,13,8.39,11.43,2.55,8.4
2021-05-01,Operaciones,30,7,4.43,10.97,4.23,6.7
2020-09-01,Marketing,35,11,1.46,1.04,1.98,4.3
2020-02-01,IT,23,12,9.91,10.1,3.53,4.7
2021-01-01,Recursos Humanos,34,10,4.44,11.39,0.99,7.0
2019-01-01,Marketing,30,9,4.05,6.99,8.22,6.6
2023-10-01,Marketing,18,10,5.64,14.35,5.67,5.7
2022-07-01,Marketing,29,4,8.19,12.35,3.5,6.0
2020-09-01,Finanzas,29,3,0.38,7.59,7.09,9.3
2019-08-01,Marketing,20,7,6.51,6.09,5.45,9.6
2023-02-01,Operaciones,34,6,5.65,3.02,3.48,5.4
2019-06-01,Recursos Humanos,23,8,4.78,11.79,3.63,4.1
2022-11-01,Finanzas,19,1,1.47,2.43,7.06,7.9
2018-02-01,Finanzas,13,9,5.7,9.37,1.07,7.3
2018-08-01,Marketing,25,10,2.02,2.12,5.9,8.9
2019-12-01,Marketing,18,3,7.37,5.45,5.99,8.7
2021-06-01,Finanzas,34,5,0.94,11.58,7.0,5.5
2023-04-01,Marketing,30,10,7.4,6.36,2.13,6.5
2021-01-01,IT,25,1,8.84,13.75,7.0,8.4
2018-04-01,Operaciones,17,9,0.12,0.78,0.92,4.5
2022-01-01,Finanzas,17,2,7.7,1.91,6.56,4.4
2020-11-01,Marketing,31,8,7.75,3.35,8.64,6.0
2021-12-01,Marketing,20,12,0.93,10.93,9.2,8.3
2021-06-01,Marketing,33,7,7.51,4.56,5.81,8.3
2018-12-01,IT,22,8,0.01,13.14,6.06,8.5
2022-10-01,Recursos Humanos,14,9,3.95,13.62,9.19,4.0
2019-06-01,Finanzas,21,1,7.69,6.83,8.19,8.9
2018-06-01,IT,26,4,2.82,7.48,3.55,4.7
2019-12-01,Finanzas,32,5,6.07,5.35,9.5,4.6
2019-01-01,Operaciones,17,9,9.07,2.69,1.75,5.9
2018-08-01,Marketing,22,8,9.3,11.48,4.13,7.0
2018-06-01,Recursos Humanos,25,1,7.13,1.07,7.67,4.7
2020-10-01,IT,20,2,8.74,11.38,4.33,4.4
2020-10-01,IT,31,11,5.52,11.24,5.8,8.4
2023-06-01,IT,37,14,2.69,0.33,5.84,7.2
2018-03-01,Finanzas,23,4,8.34,11.83,7.02,7.1
2021-04-01,Marketing,27,4,3.67,4.42,2.29,8.2
2023-06-01,Recursos Humanos,24,4,9.56,1.75,4.65,6.2
2023-02-01,IT,21,14,0.38,14.81,8.11,9.1
2020-01-01,Operaciones,29,8,1.06,12.09,1.85,4.8
2021-01-01,Recursos Humanos,41,2,8.82,6.63,6.66,4.0
2019-01-01,Finanzas,33,11,4.28,10.89,8.56,5.3
2021-08-01,Marketing,19,7,0.55,0.32,7.96,6.7
2022-02-01,Marketing,31,1,5.22,7.23,7.66,8.8
2018-01-01,Marketing,28,7,3.61,11.06,4.36,9.0
2023-01-01,Recursos Humanos,31,1,3.63,2.87,7.89,6.9
2019-09-01,Operaciones,29,8,5.68,10.96,9.5,5.9
2023-12-01,Marketing,17,2,7.66,0.41,9.19,6.3
2018-01-01,Marketing,27,14,2.8,0.42,4.65,4.6
2023-05-01,Marketing,30,2,6.21,10.25,4.92,7.0
2018-01-01,IT,29,5,8.64,1.94,8.42,9.2
2018-08-01,Recursos Humanos,17,6,1.4,9.71,0.9,5.3
2020-08-01,Marketing,23,13,6.42,11.8,2.86,5.1
2023-03-01,Recursos Humanos,20,5,0.63,9.85,8.71,7.7
2023-02-01,Finanzas,16,2,2.55,1.83,5.32,7.8
2019-04-01,Finanzas,22,11,3.72,4.32,0.35,6.4
2023-07-01,Marketing,42,1,5.18,1.07,8.28,6.0
2021-12-01,Marketing,24,12,4.59,9.06,4.02,6.6
2021-05-01,Operaciones,20,6,9.63,8.28,7.48,7.0
2023-04-01,Operaciones,42,8,5.85,4.19,6.0,5.3
2019-03-01,Operaciones,29,1,4.7,13.67,5.83,9.9
2023-06-01,IT,30,1,6.36,13.97,6.91,5.9
2018-06-01,IT,21,11,9.18,9.98,3.56,4.1
2019-10-01,IT,17,12,5.43,1.22,1.3,9.0
2018-03-01,IT,25,13,2.16,2.48,5.48,5.5
2021-09-01,Marketing,21,11,6.0,7.29,3.83,8.8
2023-02-01,Operaciones,26,8,0.06,10.34,2.55,5.9
2022-05-01,Marketing,24,1,2.37,5.51,4.36,4.6
2022-10-01,Marketing,34,7,9.55,6.63,2.79,8.5
2018-06-01,Operaciones,22,12,9.75,9.34,0.38,8.4
2023-09-01,IT,26,2,5.67,13.39,5.83,5.6
2020-10-01,Marketing,14,10,6.2,3.94,3.13,6.9
2019-01-01,Operaciones,16,2,5.69,12.43,3.53,5.8
2018-12-01,Recursos Humanos,17,13,1.07,3.36,7.03,5.6
2020-05-01,Recursos Humanos,21,10,5.09,3.26,6.94,8.8
2018-05-01,Recursos Humanos,15,3,0.64,14.66,4.4,9.2
2018-02-01,Marketing,34,12,8.84,1.87,6.03,8.2
2018-01-01,Recursos Humanos,21,6,0.76,3.19,8.61,6.7
2021-08-01,Marketing,16,10,0.51,0.32,8.53,5.1
2020-11-01,Operaciones,18,1,1.88,8.91,0.58,7.7
2023-06-01,Marketing,24,10,5.84,0.26,9.21,6.2
2019-10-01,Finanzas,32,3,7.62,3.47,3.99,7.6
2023-11-01,Finanzas,33,13,8.21,14.29,4.89,7.3
2023-12-01,Finanzas,35,4,3.91,2.15,4.17,8.9
2018-05-01,Operaciones,22,2,0.73,5.77,6.66,4.7
2021-10-01,Operaciones,18,7,7.95,10.72,9.73,7.8
2023-10-01,IT,35,13,8.68,7.66,0.72,9.7
2018-05-01,Operaciones,23,2,2.01,2.16,6.81,6.5
2021-10-01,IT,35,13,9.04,13.57,3.25,9.4
2021-09-01,Marketing,17,12,5.66,4.79,0.26,9.0
2022-07-01,Marketing,34,13,9.32,13.33,2.34,6.1
2022-03-01,Recursos Humanos,37,12,2.27,1.49,9.78,8.3
2018-06-01,Recursos Humanos,11,2,2.75,1.96,8.32,7.5
2022-10-01,Recursos Humanos,33,9,9.91,4.9,3.23,8.1
2020-03-01,Recursos Humanos,22,5,7.27,12.1,4.19,5.1
