ID_Empleado,Competencias_Actuales,Rol_Laboral,Puntuacion_Desempeno,Horas_Capacitacion_Ultimo_Ano,Antiguedad_Empresa,Habilidades_Requeridas,Objetivos_Futuros
1305,Intermedio,Especialista RRHH,61.39557673327307,61,17,Comunicación,Expertise Técnico
1306,Avanzado,Especialista RRHH,76.72672886268681,74,1,Trabajo en Equipo,Habilidades Transversales
1307,Avanzado,Especialista RRHH,75.30820921051873,58,7,Resolución de Problemas,Rol de Liderazgo
1308,Intermedio,Gerente,98.01855843925951,24,9,Resolución de Problemas,Expertise Técnico
1309,Principiante,Gerente,81.6751478627371,64,12,Trabajo en Equipo,Expertise Técnico
1310,Avanzado,Representante de Ventas,63.72730698931389,64,1,Resolución de Problemas,Rol de Liderazgo
1311,Intermedio,Analista,65.4836152507974,66,10,Resolución de Problemas,Expertise Técnico
1312,Intermedio,Representante de Ventas,78.15354251336353,57,10,Liderazgo,Expertise Técnico
1313,Intermedio,Gerente,74.45192067280817,39,10,Técnico,Dominio de Ventas
1314,Principiante,Analista,73.89597631946785,46,7,Liderazgo,Expertise Técnico
1315,Principiante,Especialista RRHH,75.6688004123599,42,15,Trabajo en Equipo,Rol de Liderazgo
1316,Principiante,Representante de Ventas,82.75352280027644,7,10,Trabajo en Equipo,Rol de Liderazgo
1317,Principiante,Representante de Ventas,93.54073533955369,61,16,Técnico,Habilidades Transversales
1318,Intermedio,Representante de Ventas,88.2942982694465,33,16,Liderazgo,Dominio de Ventas
1319,Principiante,Gerente,64.85496733332971,7,1,Liderazgo,Habilidades Transversales
1320,Avanzado,Analista,69.65410475496964,24,11,Liderazgo,Dominio de Ventas
1321,Intermedio,Especialista RRHH,51.46359944555972,25,19,Comunicación,Dominio de Ventas
1322,Intermedio,Gerente,77.10941613186728,53,18,Comunicación,Habilidades Transversales
1323,Principiante,Especialista RRHH,69.74916130242217,40,3,Liderazgo,Expertise Técnico
1324,Intermedio,Desarrollador,74.80601919368169,79,15,Comunicación,Dominio de Ventas
1325,Principiante,Desarrollador,66.7711778684339,71,6,Liderazgo,Habilidades Transversales
1326,Intermedio,Especialista RRHH,66.66513808751063,62,10,Trabajo en Equipo,Habilidades Transversales
1327,Avanzado,Desarrollador,59.59633729340328,71,3,Liderazgo,Habilidades Transversales
1328,Intermedio,Analista,71.80791484791675,74,10,Comunicación,Habilidades Transversales
1329,Principiante,Analista,80.68932236222653,6,16,Técnico,Habilidades Transversales
1330,Intermedio,Gerente,68.26045743149845,68,4,Trabajo en Equipo,Expertise Técnico
1331,Intermedio,Especialista RRHH,81.51637775005523,49,1,Resolución de Problemas,Rol de Liderazgo
1332,Principiante,Gerente,68.0869688700947,42,18,Técnico,Expertise Técnico
1333,Intermedio,Analista,75.0068715880424,16,4,Técnico,Rol de Liderazgo
1334,Avanzado,Analista,88.55564225894034,20,5,Resolución de Problemas,Dominio de Ventas
1335,Principiante,Analista,70.12151022764647,5,4,Trabajo en Equipo,Dominio de Ventas
1336,Avanzado,Representante de Ventas,77.2507918373071,70,19,Resolución de Problemas,Habilidades Transversales
1337,Principiante,Desarrollador,77.59713797356277,74,19,Trabajo en Equipo,Expertise Técnico
1338,Principiante,Gerente,77.72827135825321,37,3,Trabajo en Equipo,Habilidades Transversales
1339,Intermedio,Gerente,80.30173995609502,62,13,Trabajo en Equipo,Expertise Técnico
1340,Principiante,Analista,77.46288956941382,11,18,Técnico,Dominio de Ventas
1341,Intermedio,Representante de Ventas,64.73023018597067,21,6,Trabajo en Equipo,Expertise Técnico
1342,Principiante,Gerente,70.86531488091714,2,6,Resolución de Problemas,Habilidades Transversales
1343,Intermedio,Gerente,80.75623131704393,18,6,Técnico,Habilidades Transversales
1344,Principiante,Representante de Ventas,82.04614539398888,42,17,Trabajo en Equipo,Dominio de Ventas
1345,Intermedio,Analista,67.57154235676794,66,17,Comunicación,Rol de Liderazgo
1346,Intermedio,Representante de Ventas,84.72582966937938,4,5,Comunicación,Dominio de Ventas
1347,Avanzado,Desarrollador,70.22770318804199,28,17,Trabajo en Equipo,Habilidades Transversales
1348,Intermedio,Gerente,78.32575043583924,4,9,Comunicación,Dominio de Ventas
1349,Intermedio,Desarrollador,76.95193207706392,44,2,Liderazgo,Rol de Liderazgo
1350,Intermedio,Gerente,65.86934583902233,53,19,Técnico,Habilidades Transversales
1351,Avanzado,Desarrollador,72.25733991142079,23,9,Liderazgo,Rol de Liderazgo
1352,Principiante,Gerente,54.561627556933715,20,8,Técnico,Expertise Técnico
1353,Intermedio,Analista,71.06367921478315,31,19,Resolución de Problemas,Expertise Técnico
1354,Intermedio,Especialista RRHH,87.33622900737406,4,13,Comunicación,Dominio de Ventas
1355,Principiante,Representante de Ventas,55.95122287747647,61,4,Comunicación,Habilidades Transversales
1356,Avanzado,Gerente,66.31161271698505,17,6,Comunicación,Expertise Técnico
1357,Intermedio,Representante de Ventas,70.3861035094689,34,4,Trabajo en Equipo,Habilidades Transversales
1358,Intermedio,Gerente,53.650666691919625,79,11,Técnico,Habilidades Transversales
1359,Intermedio,Especialista RRHH,54.90942902633218,4,10,Trabajo en Equipo,Habilidades Transversales
1360,Intermedio,Analista,95.6021662142509,8,16,Comunicación,Rol de Liderazgo
1361,Avanzado,Analista,80.86876084876238,3,18,Resolución de Problemas,Dominio de Ventas
1362,Avanzado,Representante de Ventas,84.99575821788464,32,19,Comunicación,Rol de Liderazgo
1363,Intermedio,Especialista RRHH,78.50284346205427,21,12,Trabajo en Equipo,Habilidades Transversales
1364,Principiante,Representante de Ventas,80.79569921913136,58,14,Comunicación,Expertise Técnico
1365,Principiante,Analista,71.81628381240901,10,18,Liderazgo,Expertise Técnico
1366,Intermedio,Desarrollador,85.42870498460599,68,1,Liderazgo,Expertise Técnico
1367,Avanzado,Representante de Ventas,89.34002182662626,9,13,Trabajo en Equipo,Dominio de Ventas
1368,Principiante,Gerente,68.23508140887057,2,3,Liderazgo,Rol de Liderazgo
1369,Principiante,Analista,72.5215776887075,14,14,Técnico,Rol de Liderazgo
1370,Principiante,Gerente,69.19724619415771,36,18,Técnico,Dominio de Ventas
1371,Intermedio,Especialista RRHH,74.14471047331209,39,19,Trabajo en Equipo,Rol de Liderazgo
1372,Avanzado,Analista,82.40852911935181,16,1,Liderazgo,Dominio de Ventas
1373,Principiante,Analista,73.2123161527717,19,15,Técnico,Dominio de Ventas
1374,Principiante,Representante de Ventas,57.53131014715022,3,16,Liderazgo,Expertise Técnico
1375,Intermedio,Representante de Ventas,84.69733820946817,33,10,Comunicación,Dominio de Ventas
1376,Avanzado,Gerente,67.35774536807867,33,4,Liderazgo,Expertise Técnico
1377,Avanzado,Representante de Ventas,79.05923631207415,66,11,Liderazgo,Expertise Técnico
1378,Intermedio,Desarrollador,80.03501636205542,27,16,Trabajo en Equipo,Expertise Técnico
1379,Principiante,Analista,70.72334204597902,78,5,Comunicación,Rol de Liderazgo
1380,Intermedio,Especialista RRHH,65.84494481094357,35,19,Técnico,Dominio de Ventas
1381,Avanzado,Analista,70.21771828203222,34,11,Técnico,Habilidades Transversales
1382,Avanzado,Gerente,90.96590700516886,40,18,Liderazgo,Expertise Técnico
1383,Intermedio,Representante de Ventas,65.5127229262617,58,15,Resolución de Problemas,Expertise Técnico
1384,Intermedio,Analista,63.98939464044561,73,2,Resolución de Problemas,Rol de Liderazgo
1385,Avanzado,Representante de Ventas,76.9073071664363,16,13,Técnico,Rol de Liderazgo
1386,Intermedio,Gerente,72.86958512381527,29,12,Liderazgo,Expertise Técnico
1387,Principiante,Representante de Ventas,70.9009603959754,53,14,Liderazgo,Habilidades Transversales
1388,Intermedio,Especialista RRHH,65.97269841793242,51,1,Comunicación,Rol de Liderazgo
1389,Avanzado,Gerente,74.79162040388869,71,12,Trabajo en Equipo,Rol de Liderazgo
1390,Intermedio,Analista,73.38570886069796,22,13,Resolución de Problemas,Dominio de Ventas
1391,Avanzado,Analista,88.36875183094932,18,3,Liderazgo,Rol de Liderazgo
1392,Intermedio,Especialista RRHH,66.14049580977934,36,3,Técnico,Rol de Liderazgo
1393,Principiante,Desarrollador,70.13577842171046,58,1,Resolución de Problemas,Dominio de Ventas
1394,Principiante,Representante de Ventas,87.84323714485637,35,11,Trabajo en Equipo,Expertise Técnico
1395,Avanzado,Analista,69.82507931362049,67,4,Liderazgo,Dominio de Ventas
1396,Intermedio,Especialista RRHH,67.78281551359154,25,11,Resolución de Problemas,Dominio de Ventas
1397,Principiante,Representante de Ventas,79.4671898009751,26,2,Liderazgo,Expertise Técnico
1398,Avanzado,Gerente,76.58461571937993,76,19,Trabajo en Equipo,Expertise Técnico
1399,Intermedio,Especialista RRHH,71.90775176700978,61,12,Comunicación,Dominio de Ventas
1400,Avanzado,Gerente,75.75575453247048,61,13,Resolución de Problemas,Habilidades Transversales
1401,Intermedio,Gerente,79.74441948966384,51,17,Trabajo en Equipo,Rol de Liderazgo
1402,Principiante,Gerente,76.60779624127332,43,19,Comunicación,Rol de Liderazgo
1403,Intermedio,Representante de Ventas,80.76982306551025,32,4,Comunicación,Rol de Liderazgo
1404,Avanzado,Desarrollador,73.11877369360168,62,6,Trabajo en Equipo,Expertise Técnico
1405,Principiante,Gerente,64.70239454128426,71,3,Técnico,Rol de Liderazgo
1406,Avanzado,Analista,80.6646571260273,79,11,Trabajo en Equipo,Expertise Técnico
1407,Principiante,Representante de Ventas,72.28983587379167,68,12,Liderazgo,Expertise Técnico
1408,Intermedio,Representante de Ventas,72.0303401858466,33,12,Técnico,Habilidades Transversales
1409,Intermedio,Gerente,82.46017337739163,26,18,Comunicación,Rol de Liderazgo
1410,Avanzado,Analista,91.60219517213791,35,14,Resolución de Problemas,Expertise Técnico
1411,Intermedio,Especialista RRHH,58.19767392293005,3,11,Comunicación,Rol de Liderazgo
1412,Intermedio,Representante de Ventas,71.84349739493321,52,17,Resolución de Problemas,Expertise Técnico
1413,Avanzado,Gerente,74.23191877359208,70,16,Resolución de Problemas,Dominio de Ventas
1414,Principiante,Gerente,76.09267960887017,36,3,Trabajo en Equipo,Expertise Técnico
1415,Principiante,Desarrollador,73.17842164885177,78,4,Trabajo en Equipo,Expertise Técnico
1416,Principiante,Desarrollador,74.11436913027815,49,8,Comunicación,Expertise Técnico
1417,Intermedio,Especialista RRHH,78.66967663029035,69,11,Trabajo en Equipo,Dominio de Ventas
1418,Intermedio,Especialista RRHH,73.05039486579811,25,13,Comunicación,Habilidades Transversales
1419,Avanzado,Especialista RRHH,69.67314820846848,24,12,Trabajo en Equipo,Rol de Liderazgo
1420,Intermedio,Especialista RRHH,69.37878926084093,32,5,Trabajo en Equipo,Dominio de Ventas
1421,Principiante,Gerente,88.28196076107835,66,16,Resolución de Problemas,Rol de Liderazgo
1422,Avanzado,Gerente,94.83310871880121,72,1,Técnico,Dominio de Ventas
1423,Principiante,Gerente,71.6180162062801,36,9,Trabajo en Equipo,Expertise Técnico
1424,Avanzado,Analista,71.83022400205489,37,14,Trabajo en Equipo,Dominio de Ventas
1425,Principiante,Especialista RRHH,78.91940557328952,26,8,Comunicación,Rol de Liderazgo
1426,Principiante,Analista,76.3348771495372,12,3,Resolución de Problemas,Rol de Liderazgo
1427,Intermedio,Representante de Ventas,73.52629562701046,22,7,Resolución de Problemas,Rol de Liderazgo
1428,Principiante,Representante de Ventas,62.499798785210565,66,4,Técnico,Habilidades Transversales
1429,Principiante,Gerente,66.84568636225623,54,15,Técnico,Dominio de Ventas
1430,Intermedio,Representante de Ventas,81.91871152275587,36,12,Técnico,Expertise Técnico
1431,Principiante,Gerente,72.21076753219451,11,9,Trabajo en Equipo,Dominio de Ventas
1432,Principiante,Especialista RRHH,94.6630676543978,53,18,Comunicación,Habilidades Transversales
1433,Principiante,Analista,94.23420235745199,19,13,Liderazgo,Rol de Liderazgo
1434,Intermedio,Gerente,65.82431421345781,17,3,Comunicación,Rol de Liderazgo
1435,Intermedio,Desarrollador,88.21705033519898,6,7,Resolución de Problemas,Habilidades Transversales
1436,Principiante,Desarrollador,73.66572915869322,75,19,Técnico,Dominio de Ventas
1437,Intermedio,Especialista RRHH,76.45062109187076,1,8,Liderazgo,Expertise Técnico
1438,Intermedio,Analista,82.02827247249891,53,11,Resolución de Problemas,Rol de Liderazgo
1439,Intermedio,Gerente,85.02560653430423,7,5,Técnico,Habilidades Transversales
1440,Intermedio,Especialista RRHH,67.78859634037704,32,16,Liderazgo,Habilidades Transversales
1441,Principiante,Analista,96.89396080071805,45,3,Comunicación,Expertise Técnico
1442,Intermedio,Desarrollador,77.79486643364088,41,1,Resolución de Problemas,Habilidades Transversales
1443,Avanzado,Gerente,55.233698172413355,62,10,Trabajo en Equipo,Habilidades Transversales
1444,Intermedio,Analista,72.38190934099202,76,10,Liderazgo,Habilidades Transversales
1445,Principiante,Representante de Ventas,96.15485927079523,32,16,Liderazgo,Rol de Liderazgo
1446,Principiante,Gerente,69.08585967011604,68,11,Comunicación,Rol de Liderazgo
1447,Avanzado,Representante de Ventas,97.89608148137037,69,19,Comunicación,Dominio de Ventas
1448,Intermedio,Especialista RRHH,76.23880214725922,3,13,Resolución de Problemas,Expertise Técnico
1449,Intermedio,Analista,74.95908153859288,57,15,Trabajo en Equipo,Habilidades Transversales
1450,Principiante,Analista,64.5096220906941,28,10,Técnico,Habilidades Transversales
1451,Avanzado,Analista,81.1695296106832,20,4,Liderazgo,Rol de Liderazgo
1452,Principiante,Analista,71.72749100951535,25,19,Liderazgo,Rol de Liderazgo
1453,Intermedio,Gerente,74.80242034342382,40,15,Resolución de Problemas,Rol de Liderazgo
1454,Intermedio,Representante de Ventas,72.88290561072512,77,6,Técnico,Expertise Técnico
1455,Intermedio,Representante de Ventas,83.42233096963301,33,17,Técnico,Rol de Liderazgo
1456,Principiante,Especialista RRHH,72.95273324490681,43,13,Técnico,Habilidades Transversales
1457,Principiante,Especialista RRHH,49.90973135343904,0,17,Resolución de Problemas,Habilidades Transversales
1458,Avanzado,Analista,66.52954143069077,31,15,Liderazgo,Habilidades Transversales
1459,Intermedio,Desarrollador,61.81046482494689,31,7,Comunicación,Dominio de Ventas
1460,Avanzado,Desarrollador,89.82428337109354,50,11,Liderazgo,Expertise Técnico
1461,Intermedio,Analista,80.97600121920986,23,18,Comunicación,Habilidades Transversales
1462,Avanzado,Representante de Ventas,75.4795786905194,43,19,Comunicación,Habilidades Transversales
1463,Avanzado,Especialista RRHH,73.04495456592407,75,8,Resolución de Problemas,Habilidades Transversales
1464,Intermedio,Gerente,60.84968911584533,36,18,Técnico,Rol de Liderazgo
1465,Intermedio,Desarrollador,72.74263810888644,65,10,Resolución de Problemas,Habilidades Transversales
1466,Intermedio,Especialista RRHH,84.52777489826897,13,18,Comunicación,Rol de Liderazgo
1467,Intermedio,Desarrollador,83.18650584773613,16,17,Liderazgo,Rol de Liderazgo
1468,Intermedio,Representante de Ventas,79.28478643916024,14,9,Comunicación,Expertise Técnico
1469,Avanzado,Representante de Ventas,61.08570662666355,60,3,Resolución de Problemas,Expertise Técnico
1470,Principiante,Analista,67.67545608645153,48,15,Liderazgo,Habilidades Transversales
1471,Intermedio,Analista,78.72109718995051,7,12,Técnico,Expertise Técnico
1472,Intermedio,Desarrollador,63.51976843743046,2,17,Resolución de Problemas,Rol de Liderazgo
1473,Principiante,Desarrollador,82.21780683690005,74,6,Trabajo en Equipo,Rol de Liderazgo
1474,Intermedio,Especialista RRHH,61.684962294747436,26,9,Comunicación,Habilidades Transversales
1475,Avanzado,Analista,63.97293651188389,8,10,Técnico,Habilidades Transversales
1476,Intermedio,Representante de Ventas,61.75376152097431,14,3,Técnico,Habilidades Transversales
1477,Avanzado,Especialista RRHH,70.05722290436474,31,6,Liderazgo,Rol de Liderazgo
1478,Intermedio,Especialista RRHH,59.79033080924398,10,13,Resolución de Problemas,Rol de Liderazgo
1479,Intermedio,Gerente,70.13778054720528,2,14,Comunicación,Habilidades Transversales
1480,Intermedio,Representante de Ventas,65.88819271184568,25,4,Trabajo en Equipo,Habilidades Transversales
1481,Principiante,Especialista RRHH,68.1524257958243,6,10,Comunicación,Rol de Liderazgo
1482,Intermedio,Gerente,81.69103911756743,54,19,Resolución de Problemas,Expertise Técnico
1483,Principiante,Analista,74.89420813254752,38,16,Técnico,Rol de Liderazgo
1484,Avanzado,Representante de Ventas,81.68260365947748,3,7,Trabajo en Equipo,Expertise Técnico
1485,Principiante,Analista,97.19594097113372,29,5,Liderazgo,Habilidades Transversales
1486,Principiante,Gerente,58.12010153911257,37,12,Resolución de Problemas,Rol de Liderazgo
1487,Intermedio,Representante de Ventas,69.55019706430862,50,15,Comunicación,Habilidades Transversales
1488,Intermedio,Desarrollador,64.70774476758223,77,1,Resolución de Problemas,Habilidades Transversales
1489,Principiante,Desarrollador,68.04602064603807,35,6,Liderazgo,Habilidades Transversales
1490,Principiante,Desarrollador,78.76590276684729,59,19,Comunicación,Dominio de Ventas
1491,Avanzado,Especialista RRHH,92.69925590894074,50,5,Trabajo en Equipo,Dominio de Ventas
1492,Intermedio,Desarrollador,81.4440439232411,75,9,Comunicación,Rol de Liderazgo
1493,Principiante,Especialista RRHH,79.85212831836833,48,7,Comunicación,Dominio de Ventas
1494,Intermedio,Especialista RRHH,85.40475799089697,14,9,Liderazgo,Rol de Liderazgo
1495,Principiante,Gerente,89.91898061949138,72,16,Comunicación,Expertise Técnico
1496,Principiante,Desarrollador,92.96847343602855,27,5,Resolución de Problemas,Rol de Liderazgo
1497,Avanzado,Representante de Ventas,79.87056564876801,24,10,Técnico,Dominio de Ventas
1498,Intermedio,Especialista RRHH,65.37723025119563,79,15,Liderazgo,Dominio de Ventas
1499,Principiante,Gerente,71.60547284010025,35,15,Liderazgo,Expertise Técnico
1500,Avanzado,Especialista RRHH,54.498559800226715,3,13,Liderazgo,Expertise Técnico
1501,Intermedio,Representante de Ventas,82.66320893703494,20,18,Resolución de Problemas,Rol de Liderazgo
1502,Principiante,Representante de Ventas,66.48367270306112,64,7,Resolución de Problemas,Rol de Liderazgo
1503,Intermedio,Desarrollador,67.83437417995388,68,8,Resolución de Problemas,Habilidades Transversales
1504,Avanzado,Especialista RRHH,78.5361585598778,9,8,Resolución de Problemas,Habilidades Transversales
1505,Intermedio,Representante de Ventas,55.520971047513974,49,11,Comunicación,Rol de Liderazgo
1506,Intermedio,Analista,85.31869873791996,9,9,Liderazgo,Expertise Técnico
1507,Intermedio,Representante de Ventas,80.55389711403085,15,6,Liderazgo,Rol de Liderazgo
1508,Intermedio,Representante de Ventas,70.6687737448763,37,2,Trabajo en Equipo,Habilidades Transversales
1509,Intermedio,Especialista RRHH,74.50872793164389,66,5,Técnico,Expertise Técnico
1510,Intermedio,Representante de Ventas,68.29107355575292,19,4,Comunicación,Habilidades Transversales
1511,Principiante,Gerente,100.0,68,15,Técnico,Rol de Liderazgo
1512,Avanzado,Representante de Ventas,65.8304882864271,69,7,Comunicación,Rol de Liderazgo
1513,Principiante,Analista,78.22829294761289,24,1,Comunicación,Dominio de Ventas
1514,Intermedio,Representante de Ventas,72.37001160134842,53,19,Comunicación,Rol de Liderazgo
1515,Intermedio,Desarrollador,75.53930651061894,11,18,Liderazgo,Dominio de Ventas
1516,Intermedio,Especialista RRHH,80.12595872778718,64,2,Técnico,Dominio de Ventas
1517,Intermedio,Analista,80.51542803699351,53,13,Técnico,Dominio de Ventas
1518,Intermedio,Gerente,71.43052371430444,66,14,Resolución de Problemas,Dominio de Ventas
1519,Principiante,Representante de Ventas,63.378669812624636,20,3,Técnico,Habilidades Transversales
1520,Intermedio,Representante de Ventas,67.67907656739521,4,16,Resolución de Problemas,Rol de Liderazgo
1521,Avanzado,Gerente,70.39378493339085,57,14,Trabajo en Equipo,Rol de Liderazgo
1522,Avanzado,Representante de Ventas,69.03274395153191,78,15,Resolución de Problemas,Rol de Liderazgo
1523,Intermedio,Desarrollador,64.58219438203511,3,3,Comunicación,Dominio de Ventas
1524,Intermedio,Analista,79.48084038357374,18,2,Liderazgo,Habilidades Transversales
1525,Principiante,Representante de Ventas,61.44270257974649,54,3,Comunicación,Habilidades Transversales
1526,Intermedio,Gerente,74.48590166085143,60,9,Trabajo en Equipo,Dominio de Ventas
1527,Intermedio,Gerente,58.678662626381296,71,8,Liderazgo,Dominio de Ventas
1528,Principiante,Analista,85.91048971915988,23,19,Trabajo en Equipo,Rol de Liderazgo
1529,Avanzado,Desarrollador,68.85210260877645,67,15,Comunicación,Habilidades Transversales
1530,Avanzado,Analista,67.7239523644184,18,12,Liderazgo,Expertise Técnico
1531,Principiante,Representante de Ventas,66.04403476215538,23,14,Trabajo en Equipo,Expertise Técnico
1532,Intermedio,Desarrollador,92.05202351584926,53,18,Resolución de Problemas,Expertise Técnico
1533,Intermedio,Desarrollador,88.27456593661503,20,2,Técnico,Expertise Técnico
1534,Principiante,Gerente,75.54359989541112,71,11,Comunicación,Dominio de Ventas
1535,Intermedio,Desarrollador,69.9803917408835,18,1,Resolución de Problemas,Rol de Liderazgo
1536,Intermedio,Representante de Ventas,95.75627806680728,74,19,Trabajo en Equipo,Expertise Técnico
1537,Principiante,Representante de Ventas,79.97683253115815,52,14,Trabajo en Equipo,Rol de Liderazgo
1538,Intermedio,Representante de Ventas,72.44756626159312,49,9,Liderazgo,Rol de Liderazgo
1539,Avanzado,Especialista RRHH,69.38949206680228,22,3,Resolución de Problemas,Habilidades Transversales
1540,Intermedio,Desarrollador,83.17795966232224,36,14,Trabajo en Equipo,Expertise Técnico
1541,Intermedio,Desarrollador,72.79431216395665,27,3,Liderazgo,Rol de Liderazgo
1542,Intermedio,Representante de Ventas,61.611025096895794,75,4,Técnico,Habilidades Transversales
1543,Avanzado,Gerente,76.71894660901947,79,2,Técnico,Dominio de Ventas
1544,Avanzado,Desarrollador,77.38744095599839,79,2,Liderazgo,Rol de Liderazgo
1545,Principiante,Especialista RRHH,75.44344308714757,77,15,Resolución de Problemas,Rol de Liderazgo
1546,Avanzado,Desarrollador,80.05181319973515,70,13,Liderazgo,Habilidades Transversales
1547,Principiante,Analista,71.76504715771856,20,11,Liderazgo,Rol de Liderazgo
1548,Principiante,Especialista RRHH,75.07015025013918,20,14,Resolución de Problemas,Dominio de Ventas
1549,Intermedio,Gerente,74.9002454291974,40,17,Técnico,Dominio de Ventas
1550,Intermedio,Especialista RRHH,61.611423216694774,34,15,Trabajo en Equipo,Habilidades Transversales
1551,Intermedio,Especialista RRHH,82.027802568745,0,14,Técnico,Expertise Técnico
1552,Intermedio,Desarrollador,80.50209902468957,77,19,Resolución de Problemas,Rol de Liderazgo
1553,Principiante,Especialista RRHH,84.89224609019257,66,2,Comunicación,Rol de Liderazgo
1554,Principiante,Representante de Ventas,64.9086391773607,69,4,Resolución de Problemas,Expertise Técnico
1555,Intermedio,Especialista RRHH,70.77346809985647,3,8,Técnico,Dominio de Ventas
1556,Principiante,Desarrollador,86.09096740678956,0,12,Técnico,Rol de Liderazgo
1557,Principiante,Representante de Ventas,69.23837688897963,20,13,Resolución de Problemas,Habilidades Transversales
1558,Principiante,Gerente,92.96459837799608,51,18,Resolución de Problemas,Habilidades Transversales
1559,Avanzado,Analista,59.40577832674435,52,17,Resolución de Problemas,Habilidades Transversales
1560,Avanzado,Especialista RRHH,69.3469523252782,79,13,Técnico,Rol de Liderazgo
1561,Principiante,Representante de Ventas,70.35136692800685,55,12,Liderazgo,Expertise Técnico
1562,Principiante,Representante de Ventas,82.6373612244368,72,7,Comunicación,Rol de Liderazgo
1563,Intermedio,Gerente,91.65386551742768,65,16,Liderazgo,Expertise Técnico
1564,Avanzado,Gerente,78.03907394800045,66,14,Técnico,Expertise Técnico
1565,Principiante,Analista,48.79188894664754,32,5,Liderazgo,Rol de Liderazgo
1566,Avanzado,Analista,74.1898286477563,22,11,Resolución de Problemas,Dominio de Ventas
1567,Intermedio,Desarrollador,76.23132669211368,5,8,Trabajo en Equipo,Expertise Técnico
1568,Avanzado,Analista,78.93114405928421,46,9,Resolución de Problemas,Rol de Liderazgo
1569,Principiante,Analista,74.21431192274025,57,18,Comunicación,Dominio de Ventas
1570,Avanzado,Representante de Ventas,88.06374730108428,4,8,Resolución de Problemas,Dominio de Ventas
1571,Intermedio,Especialista RRHH,66.1172232989909,76,7,Trabajo en Equipo,Rol de Liderazgo
1572,Avanzado,Especialista RRHH,64.69239809724805,76,8,Técnico,Rol de Liderazgo
1573,Intermedio,Analista,68.87632642456295,8,15,Liderazgo,Dominio de Ventas
1574,Intermedio,Desarrollador,100.0,2,19,Resolución de Problemas,Rol de Liderazgo
1575,Avanzado,Desarrollador,73.2014500868225,60,4,Liderazgo,Dominio de Ventas
1576,Intermedio,Especialista RRHH,86.4880633937411,63,7,Comunicación,Dominio de Ventas
1577,Intermedio,Gerente,86.29995963584052,45,4,Liderazgo,Dominio de Ventas
1578,Intermedio,Representante de Ventas,57.81124196581805,55,15,Comunicación,Habilidades Transversales
1579,Intermedio,Analista,74.43462474225784,38,2,Comunicación,Rol de Liderazgo
1580,Avanzado,Representante de Ventas,86.20218497957607,12,12,Resolución de Problemas,Habilidades Transversales
1581,Principiante,Analista,100.0,40,6,Trabajo en Equipo,Rol de Liderazgo
1582,Intermedio,Analista,85.7835799585176,10,6,Liderazgo,Expertise Técnico
1583,Avanzado,Especialista RRHH,71.57569520823131,40,14,Comunicación,Habilidades Transversales
1584,Intermedio,Representante de Ventas,89.60238679137348,74,6,Comunicación,Rol de Liderazgo
1585,Avanzado,Representante de Ventas,70.68818984544815,46,1,Comunicación,Rol de Liderazgo
1586,Avanzado,Gerente,63.685213141892234,48,6,Técnico,Dominio de Ventas
1587,Intermedio,Gerente,81.99830372076264,64,18,Liderazgo,Expertise Técnico
1588,Intermedio,Representante de Ventas,60.478663777377946,34,16,Liderazgo,Expertise Técnico
1589,Avanzado,Gerente,69.04539533877941,34,1,Comunicación,Rol de Liderazgo
1590,Avanzado,Gerente,89.8674031836021,66,19,Liderazgo,Expertise Técnico
1591,Avanzado,Analista,82.1233462345685,3,18,Liderazgo,Expertise Técnico
1592,Principiante,Especialista RRHH,66.36045238521851,23,2,Técnico,Habilidades Transversales
1593,Principiante,Analista,76.4035445710901,35,19,Comunicación,Expertise Técnico
1594,Intermedio,Gerente,74.04905578136453,76,17,Liderazgo,Expertise Técnico
1595,Intermedio,Analista,84.07338063128769,55,18,Trabajo en Equipo,Dominio de Ventas
1596,Intermedio,Analista,78.79994106105204,3,4,Comunicación,Dominio de Ventas
1597,Principiante,Desarrollador,76.54769332014466,39,18,Liderazgo,Habilidades Transversales
1598,Intermedio,Analista,74.63452830541476,42,5,Técnico,Rol de Liderazgo
1599,Intermedio,Analista,64.00172378336566,57,12,Trabajo en Equipo,Dominio de Ventas
1600,Avanzado,Especialista RRHH,88.80153373448663,61,15,Resolución de Problemas,Habilidades Transversales
1601,Avanzado,Representante de Ventas,79.1883374166449,6,15,Resolución de Problemas,Expertise Técnico
1602,Intermedio,Desarrollador,71.71519730264808,8,3,Trabajo en Equipo,Habilidades Transversales
1603,Intermedio,Desarrollador,72.4416364710572,21,3,Resolución de Problemas,Dominio de Ventas
1604,Intermedio,Desarrollador,73.9786342945076,3,11,Trabajo en Equipo,Expertise Técnico
1605,Intermedio,Desarrollador,66.7771609535751,35,14,Liderazgo,Habilidades Transversales
1606,Intermedio,Especialista RRHH,69.32206657927613,69,7,Resolución de Problemas,Dominio de Ventas
1607,Intermedio,Representante de Ventas,84.83176806265675,66,18,Resolución de Problemas,Habilidades Transversales
1608,Principiante,Especialista RRHH,59.35224990071246,34,6,Trabajo en Equipo,Rol de Liderazgo
1609,Intermedio,Desarrollador,93.58444063634384,32,6,Liderazgo,Expertise Técnico
1610,Principiante,Representante de Ventas,75.03806673897321,6,11,Liderazgo,Habilidades Transversales
